,word,log_odds_ratio
935,personal,-0.2829787954943474
936,hospital,-0.17085425966510792
937,tuesday,-0.014389635301394485
938,nerve,-0.061873882301293946
939,pointed,-0.7346266412552606
940,triggers,0.1798111488808106
941,involves,0.10912881042699882
942,counter,-0.17939649479006256
943,radio,-0.066019799989654
944,minute,-0.005324310617152171
945,case,-0.1049945018843829
946,allows,-0.05908963683847657
947,advances,-0.0075531378904458496
948,prove,-0.15900429984425749
949,radiological,0.11172005805501958
950,undergone,0.17229827003854223
951,experience,-0.022270042482209068
952,delivering,-0.28987721971125735
953,interventions,-0.24711301778498798
954,orthopaedic,0.1115095215783448
955,requires,-0.019952360399473963
956,proportion,-0.214472020557602
957,injection,-0.1971741264422284
958,received,-0.21527426041438985
959,steroid,-0.4668934939875728
960,findings,-0.0022446461708067736
961,invasive,0.11347334346179268
962,pulses,0.14074637472122623
963,pressure,-0.1288690302367323
964,administration,-0.23547068236214466
965,infection,-0.0862815864655638
966,orthopedic,0.036637588583082414
967,portion,-0.13503906351262576
968,stay,-0.09421426065750006
969,open,0.0044746911290856175
970,resistance,0.2904395581763892
971,delivery,-0.3739196905284072
972,confirm,-0.029158228741213422
973,progressed,-0.28987721971125735
974,quite,-0.1437717431266478
975,conducting,0.0818194554084664
976,toward,0.045661183989285176
977,guide,0.13083110176787976
978,metastatic,-0.014545396496884001
979,monitor,0.07866585031479206
980,took,-0.12500775440453635
981,innovation,-0.0033031816260430534
982,type,-0.14312775891795315
983,targeted,0.014302150586387754
984,understanding,-0.11449128651082877
985,conduct,-0.24568666898256636
986,cure,-0.07555755078283706
987,agency,-0.21431011273952336
988,night,0.001627182427702106
989,markers,0.17354407004180133
990,processes,-0.17459459703979294
991,decade,-0.3242585399987834
992,types,0.029306443684431145
993,thyroid,0.34781143682243887
994,biomarker,-0.1640114934619982
995,happened,-0.24711301778498798
996,tumor,0.0383082384456088
997,site,-0.29525298323844273
998,responded,-0.44143017595243866
999,response,-0.03459911339488433
1000,modern,-0.4166247656061094
1001,clinically,-0.10599326445347373
1002,surgical,0.06685731816719358
1003,soft,0.3756726093829987
1004,underlying,-0.37519688153347786
1005,fda,-0.024249356120499575
1006,statement,0.09399779561686901
1007,monthly,-0.2534202021673592
1008,precision,0.41684530984281876
1009,required,-0.15587366310897308
1010,adult,-0.27769735118555106
1011,pediatric,-0.18242178130097353
1012,gland,0.15926676538819326
1013,fill,0.3186389407221757
1014,reflects,-0.4668934939875728
1015,receiving,-0.09564486365681944
1016,genetics,-0.13572527527847084
1017,fetus,-0.24427712080184288
1018,feature,0.7851001103389714
1019,comes,-0.20930684106151123
1020,shift,-0.23926588775537863
1021,support,-0.15425225354150046
1022,location,-0.10114216714211134
1023,signs,-0.1295022932952546
1024,announced,-0.06742013516183462
1025,organ,-0.10671484360913353
1026,providers,-0.261845736256045
1027,indicated,-0.0667904842548381
1028,enables,0.5919240291049198
1029,harm,-0.23490899036232554
1030,enzyme,-0.05003557414522862
1031,right,-0.14497841659738342
1032,genetic,0.0938936871198752
1033,designs,0.2371655077004621
1034,marks,0.3756726093829987
1035,program,-0.13365184903015626
1036,answer,-0.1364746205885904
1037,every,-0.16466656316898953
1038,liver,0.06100727711903821
1039,newborn,-0.02787127680703749
1040,continuing,-0.11364329565311597
1041,vomiting,-0.14365447787739288
1042,mutation,-0.0059965478857786315
1043,dizziness,-0.1464381352857746
1044,mutations,0.021065377477913403
1045,specific,-0.08051035338472666
1046,step,-0.05787812323652852
1047,approve,-0.192920053840782
1048,across,-0.3429069583809956
1049,enrolled,-0.005324310617152171
1050,development,0.1524500841472493
1051,tumors,0.028883717097445003
1052,colon,0.04235059798924473
1053,predict,0.13457710991067556
1054,studied,-0.23071426092030103
1055,solid,-0.1506441368432018
1056,granted,-0.19137247894722972
1057,accelerated,0.33500449321653036
1058,stated,-0.0033031816260430534
1059,cough,-0.1918855262389131
1060,biomarkers,0.2205710565045547
1061,growing,-0.19879033677732985
1062,cancers,-0.08059716845275364
1063,unmet,0.4151167031402673
1064,biology,-0.17254356486681027
1065,lung,0.029306443684431145
1066,today,-0.13639373623625423
1067,reactions,-0.23926588775537863
1068,cancerous,0.16747410113796884
1069,fatigue,0.009600023310571526
1070,terms,-0.05680030153104419
1071,responses,0.08295774359988119
1072,durable,-0.632706322189772
1073,cognitive,0.07127694610364102
1074,lives,-0.04965356217404669
1075,end,-0.10021100247136447
1076,fight,0.14182511698884806
1077,usa,-0.1506441368432018
1078,decisions,-0.17254356486681027
1079,attempts,-0.192920053840782
1080,washington,-0.2078489310922841
1081,extend,-0.044928090486385706
1082,number,-0.20691962529538854
1083,major,-0.12448499805537433
1084,families,-0.19609281980601478
1085,delayed,0.05342957213509882
1086,approaches,-0.1774068056334515
1087,enormous,0.1918322679787564
1088,preventing,-0.21786235401312032
1089,dark,-0.06663490848119304
1090,diagnoses,-0.014545396496884001
1091,cases,-0.08191596357469433
1092,mice,0.08709992614759615
1093,deadly,-0.14185904216283318
1094,animal,-0.13020982954210783
1095,prevents,-0.12556182779395283
1096,joel,-0.014356204670914313
1097,progress,-0.21370744666164998
1098,humans,0.0044746911290856175
1099,neurology,-0.1399949137074047
1100,buildup,-0.8955940847395848
1101,antibodies,0.06048074738138145
1102,proves,0.07680902829769379
1103,produce,-0.22377467065239479
1104,describe,-0.4381767323229294
1105,amyloid,-0.17459459703979294
1106,drop,-0.21325879642791268
1107,hidden,-0.15373700305629662
1108,fatal,-0.28874901974052186
1109,vaccine,-0.42114936718323615
1110,harmful,-0.20622274189123746
1111,half,-0.16527832714740243
1112,substances,-0.053373529523085196
1113,parkinson,0.05639219476688119
1114,broadly,-0.2428840708502892
1115,proteins,-0.17939649479006256
1116,safely,-0.24225318245550784
1117,degenerative,-0.1640114934619982
1118,coffee,-0.17780691555190695
1119,promising,-0.04239545569180772
1120,threshold,-0.2890009279866233
1121,daughter,0.21296814406757522
1122,four,-0.126113932008647
1123,monica,-0.6708548453723885
1124,everything,0.1255669933544553
1125,tolerated,0.013998828826374148
1126,capsules,-0.7265198649479461
1127,entire,-0.1857388292032545
1128,careful,-0.6316164507179931
1129,exercising,-0.19396598282538557
1130,lots,-0.1605938020096057
1131,exposed,-0.25334587545492915
1132,rescue,-0.1918855262389131
1133,despite,-0.4385145787528522
1134,tree,0.11214353836787065
1135,mind,0.010873920314682548
1136,protection,-0.16092470885985005
1137,dinner,0.1578369151913536
1138,pediatrics,-0.24152652987270049
1139,becomes,0.024432072671610485
1140,home,-0.007072089947500146
1141,caveats,0.013939701977806926
1142,exposure,0.023509991985925516
1143,mount,-0.11826006668490327
1144,butter,-0.19137247894722972
1145,powder,-0.10114216714211134
1146,th,0.09512384936435503
1147,transform,0.34781143682243887
1148,anticipated,0.1500799186327677
1149,asthma,0.0683515827946874
1150,allergies,0.13542360658989416
1151,us,-0.04156141557861375
1152,newsletter,-0.2846278984558431
1153,participate,-0.192920053840782
1154,gradually,-0.30714564118603804
1155,nurse,-0.19396598282538557
1156,stomach,-0.22150601800417938
1157,quickly,-0.14927462294137017
1158,confirmed,0.1154255874722709
1159,opportunity,0.03249003476378029
1160,purpose,-0.21153423130805232
1161,sinai,-0.01827544898034164
1162,active,-0.010527837528688735
1163,valve,0.04399451513337451
1164,allow,-0.061391102557784905
1165,definitely,-0.19502350580067895
1166,missing,-0.38725785110977484
1167,reaction,-0.024613054305910716
1168,whatever,0.19385023675536217
1169,start,-0.13007064973112656
1170,immunotherapy,0.038994667201976654
1171,atlanta,-0.27355379114834916
1172,allergic,-0.192920053840782
1173,bit,-0.5086042268483082
1174,sunday,0.056209258369901365
1175,breathe,0.14074637472122623
1176,worth,-0.29326650437460133
1177,longer,-0.1816775857762676
1178,mom,-0.21909177572152963
1179,england,-0.25751519982498805
1180,ate,-0.031554357452475174
1181,informed,-0.25470680696352976
1182,conclusion,-0.4397969316958501
1183,rule,-0.21909177572152963
1184,although,-0.274216838193066
1185,access,-0.19609281980601478
1186,taken,-0.3289250061435669
1187,extremely,-0.01784392111256905
1188,countries,-0.3378849306965932
1189,giving,-0.3082144996701536
1190,bad,-0.08951293768522664
1191,someone,-0.2430682090725633
1192,ends,-0.370142847051102
1193,always,0.03517639082931236
1194,conversation,-0.674274777189992
1195,rock,-0.11198465371030787
1196,felt,0.022164652034913787
1197,maintenance,-0.0033031816260430534
1198,questions,-0.36907968401149105
1199,discovered,-0.15860791577996441
1200,stuff,-0.4381767323229294
1201,equivalent,0.24033215531036956
1202,carefully,-0.39613949245028884
1203,immunology,-0.02228933072967742
1204,amounts,-0.061391102557784905
1205,due,-0.1604861857251052
1206,sense,-0.23578012206871957
1207,matter,0.1250538089393044
1208,estimated,0.06710485125340397
1209,leave,-0.13711901119230463
1210,products,-0.32643702690376347
1211,peanut,0.05999792967528537
1212,nurses,-0.15613407111039315
1213,immediately,-0.164042235537435
1214,forced,-0.014356204670914313
1215,developed,-0.07005857316182573
1216,exposing,-0.28987721971125735
1217,centers,-0.3612048100254403
1218,suddenly,-0.33287736291597586
1219,concept,0.04982585269508784
1220,cramps,0.04399451513337451
1221,tolerate,-0.009524383511687587
1222,sciences,-0.06921465108643522
1223,table,0.16444600343216775
1224,emory,-0.33287736291597586
1225,solution,0.052886722789751386
1226,fear,-0.014641874925611371
1227,covered,-0.17939649479006256
1228,assuming,-0.014356204670914313
1229,brian,-0.041140580281724445
1230,multiple,-0.17472905682655526
1231,child,0.02592257569122321
1232,try,-0.19197753427325243
1233,completed,-0.2240759056865154
1234,filled,-0.29343821259804237
1235,worked,-0.267919697052352
1236,kid,-0.4381767323229294
1237,things,-0.16921341980413968
1238,passed,0.1130002585987628
1239,scientific,-0.31270155869163
1240,restaurant,-0.15373700305629662
1241,tolerance,-0.2270078933913705
1242,grade,-0.11280784391704511
1243,proved,-0.01827544898034164
1244,believes,-0.2623120242226507
1245,dropped,-0.19059351669271724
1246,along,-0.1414738395596524
1247,quarters,-0.09456239121929741
1248,allergy,-0.16105200544229747
1249,protect,-0.1104863091930114
1250,registered,-0.10114216714211134
1251,done,-0.06381554165132618
1252,eating,-0.029989096570498575
1253,skip,-0.33075327733261206
1254,simply,-0.33466063498210574
1255,york,-0.3563538307585944
1256,jones,0.1115095215783448
1257,supervision,0.05999792967528537
1258,third,-0.19510230894710034
1259,pharmaceutical,-0.08476524670568626
1260,success,0.05088963843755049
1261,real,-0.19317734407248321
1262,ranged,-0.26812027960014195
1263,reaching,-0.5471591213274175
1264,road,-0.35254579247959805
1265,participated,-0.3350302558381214
1266,peace,0.04399451513337451
1267,acknowledges,-0.4040241676676859
1268,affects,-0.051294429391623896
1269,phase,-0.12755653031079436
1270,somewhat,-0.0829495515283167
1271,largest,-0.055770922541109234
1272,peanuts,0.1115095215783448
1273,know,-0.2060246109163761
1274,staff,-0.7879788371514177
1275,chief,-0.19472722859951103
1276,looking,-0.11312470082615687
1277,cnn,-0.0059965478857786315
1278,mistake,-0.19137247894722972
1279,exactly,-0.16928755100073653
1280,eat,-0.11369231154188916
1281,observation,0.07680902829769379
1282,huge,-0.19993122655369508
1283,probably,-0.298037998391414
1284,sign,-0.20994110423469087
1285,weekly,-0.28702354442279904
1286,friends,-0.02837217516571404
1287,throat,-0.11280784391704511
1288,seen,-0.09260877995174974
1289,call,-0.26586557860073023
1290,summer,-0.16946569623398242
1291,kids,-0.19435963405642126
1292,unit,-0.05465988535629453
1293,super,0.05999792967528537
1294,becoming,-0.25937982001641746
1295,ages,-0.06595863338654717
1296,happen,-0.052127575825798314
1297,threatening,-0.2066493694324264
1298,gone,-0.10234545004463391
1299,associate,-0.09290015396358897
1300,taste,-0.02787127680703749
1301,feel,-0.026074543821838787
1302,efforts,-0.1857388292032545
1303,lunch,-0.11198465371030787
1304,amazing,0.09512384936435503
1305,shot,-0.7136023899268309
1306,healthcare,-0.32685858253476874
1307,essentially,-0.24855647721593999
1308,hoped,-0.1944932828545994
1309,reactive,-0.02787127680703749
1310,easy,0.048691011879442817
1311,times,-0.25017400545773705
1312,gave,-0.269865809289442
1313,regimen,-0.1966319612633748
1314,bite,0.04399451513337451
1315,ask,-0.3590668054568416
1316,faced,0.05342957213509882
1317,parents,-0.029158228741213422
1318,quick,0.24194822507323402
1319,proven,-0.16432104050425705
1320,authors,-0.20477693823734547
1321,jay,0.2093485070944131
1322,addition,-0.10483680185668263
1323,hospitalized,-0.12125279020546133
1324,infants,-0.10943756508789036
1325,board,-0.07878403410730409
1326,pleased,0.04399451513337451
1327,consumption,0.057683005487224506
1328,protected,0.06996770870903084
1329,rare,-0.08130923567421518
1330,closer,-0.15322294110830265
1331,mostly,-0.3692884258173796
1332,complications,-0.2714388652539547
1333,rest,-0.1616134356870585
1334,started,-0.027156309142498208
1335,warns,0.2379491251150905
1336,certified,-0.06648005720320571
1337,fell,-0.5231888448878742
1338,fix,-0.03625304550581397
1339,president,-0.23782100158658756
1340,happens,-0.2538354017910611
1341,md,0.0330164023924128
1342,prior,0.014427192281067177
1343,stephen,-0.12276919021147963
1344,fold,-0.2270078933913705
1345,prescription,-0.17864652462699504
1346,mean,-0.19245191477773174
1347,whenever,0.16986024138263367
1348,occur,0.0762351774995075
1349,receive,-0.27211913327154513
1350,illness,-0.0333105093134359
1351,order,-0.09934107711902042
1352,hailed,-0.19137247894722972
1353,excited,0.07137946945406616
1354,adolescents,-0.09456239121929741
1355,sufferers,0.29500973732794644
1356,milder,-0.2270078933913705
1357,ranging,0.1320634836326144
1358,challenges,-0.06663490848119304
1359,chair,0.09196111724413816
1360,vice,-0.11711339909634337
1361,consulting,-0.0033031816260430534
1362,former,-0.3290768159099713
1363,protein,-0.017111164518558805
1364,therapeutics,-0.2907590393568503
1365,supports,-0.3139467687679294
1366,blocking,-0.06855113013962721
1367,review,-0.3552623876629953
1368,javascript,-0.12125279020546133
1369,cookies,-0.23503837739990757
1370,please,-0.19372189378640367
1371,browser,0.029207271085786267
1372,cookie,-0.02228933072967742
1373,policy,-0.33077266594706023
1374,service,-0.20581927746917583
1375,loading,-0.0901690841603368
1376,digestive,0.03521969188989402
1377,commonly,0.008972747642803506
1378,tract,0.1130002585987628
1379,main,-0.23511857473536532
1380,campus,-0.06586779657397382
1381,wednesday,-0.12273774627154183
1382,laboratories,0.11235649144785868
1383,helping,-0.03752366641220099
1384,officer,-0.2507099636498006
1385,detection,0.1271333525238569
1386,l,-0.33942495032192094
1387,forms,0.18897316012768287
1388,sixth,-0.066019799989654
1389,inhibitors,-0.1112999222022559
1390,achieved,-0.09147817494463399
1391,represents,-0.19396598282538557
1392,merck,0.14137223542949934
1393,anti,-0.05020108468716418
1394,survival,-0.0992386753266391
1395,jersey,-0.21153423130805232
1396,including,-0.18628486296404123
1397,pd,0.4145439203004607
1398,mechanism,-0.18242178130097353
1399,diagnosed,0.06329369253992219
1400,roy,0.04399451513337451
1401,fighting,-0.09570726484778765
1402,keytruda,0.4946561302241976
1403,drugmaker,0.45230625227841925
1404,meet,-0.3861864927598367
1405,population,-0.19469955740383935
1406,esophageal,0.05999792967528537
1407,numbers,-0.2802870294697535
1408,death,-0.11062460480146664
1409,leading,-0.12551895644330513
1410,post,0.036515591296320586
1411,biggest,-0.24683933756644333
1412,difficult,-0.17597416382945932
1413,aggressively,-0.2595531367518531
1414,lack,-0.08260090530576211
1415,larger,-0.1004996353180901
1416,limits,0.17107045768063045
1417,assess,0.045951328761573595
1418,suffer,-0.0992386753266391
1419,reduced,-0.07298344907220668
1420,temporarily,-0.3449575019707888
1421,consuming,-0.316269962220718
1422,focus,-0.20609153732780866
1423,london,0.3807921310985421
1424,diet,-0.14101379489667495
1425,play,-0.04406244527770651
1426,routine,-0.08411317673855116
1427,flow,0.048710846994296404
1428,monitored,-0.05465988535629453
1429,saying,-0.1934782785716054
1430,brains,-0.0986519439854456
1431,cautious,-0.261845736256045
1432,vast,-0.1188799962391471
1433,aging,0.03789059177954449
1434,gives,0.004386432246699916
1435,currently,-0.08051035338472666
1436,shows,-0.07522266975291288
1437,statistics,-0.10114216714211134
1438,traveled,0.267699226898702
1439,balanced,-0.2890009279866233
1440,greater,0.003874081667100236
1441,monitoring,0.18130567736652067
1442,fitness,0.013998828826374148
1443,change,-0.1452722593073777
1444,maintaining,-0.2595531367518531
1445,office,-0.10075335208981662
1446,strength,0.12764193518939665
1447,needed,-0.049627093021834774
1448,incurable,0.16986024138263367
1449,worn,0.4174249587289875
1450,evidence,-0.3037596655537087
1451,functions,0.04453637409386313
1452,intense,-0.22893175887295691
1453,incredibly,-0.0661725079459299
1454,summary,0.4151167031402673
1455,paul,-0.15322294110830265
1456,remain,-0.31303002176843625
1457,irregular,0.17107045768063045
1458,smoking,-0.16714699849804907
1459,neck,0.045091759263485715
1460,room,0.109702509311553
1461,determine,0.0010138871920575454
1462,optimism,0.2371655077004621
1463,diagnosis,0.04253356997747128
1464,organizations,-0.19240137673536567
1465,worldwide,-0.15699633069258215
1466,near,0.17856679413739016
1467,lifestyle,-0.20609153732780866
1468,follow,-0.2038442199160692
1469,constant,0.11214353836787065
1470,related,-0.09254603514923375
1471,vascular,0.11278484683318592
1472,services,-0.37453598988578024
1473,set,-0.017112669736831405
1474,conference,-0.05551798405676491
1475,vessels,0.06898217496170354
1476,role,-0.21136674669191946
1477,alcohol,0.11520078419817793
1478,regulate,-0.7097649548383366
1479,rise,-0.08987672710672537
1480,led,-0.07931363272199347
1481,middle,-0.08411317673855116
1482,frequently,-0.24152652987270049
1483,analyzes,-0.06586779657397382
1484,organization,-0.15026572052326784
1485,interesting,-0.031103438142192835
1486,sent,-0.11279480424726154
1487,progression,0.1738479059655094
1488,sort,-0.01827544898034164
1489,door,-0.03584842498652566
1490,machine,-0.1188799962391471
1491,regions,0.2698564756874422
1492,expert,-0.3371883757275473
1493,detecting,0.07448484485032124
1494,finding,0.008899788525717853
1495,ways,-0.004511240964900382
1496,accurate,0.1760912590556813
1497,task,-0.11910791821843557
1498,issue,-0.10871515690890197
1499,formally,0.04399451513337451
1500,algorithm,0.4746181095658581
1501,occurs,0.08566920418350824
1502,injected,-0.008871762619641014
1503,highlights,-0.1640114934619982
1504,system,-0.10228922630900086
1505,click,0.11257025936569053
1506,teach,-0.02787127680703749
1507,performance,0.2135296685607895
1508,tracking,-0.01445018129556056
1509,measure,-0.07541849090441656
1510,artificial,0.6003827140027098
1511,patterns,0.21482627156093692
1512,liquid,-0.032638046580324
1513,begin,-0.1275687877997906
1514,relatively,0.017463030282129758
1515,british,-0.05395372320305879
1516,cut,-0.21384917158775837
1517,normally,-0.03875936166832469
1518,intelligence,0.6598037825355793
1519,recognize,-0.024613054305910716
1520,activity,0.18473142052794
1521,advanced,-0.012295585909955562
1522,trained,0.10310459700858696
1523,worthwhile,-0.5448371157074492
1524,prof,0.562535883654857
1525,window,-0.05003557414522862
1526,spot,-0.13572527527847084
1527,sun,-0.10212508612953763
1528,subtle,0.5734041275726699
1529,learning,0.11431031006580739
1530,properly,-0.0004875605136307152
1531,power,-0.09147817494463399
1532,final,-0.06742013516183462
1533,deep,-0.08476524670568626
1534,identify,0.2788104735861452
1535,relationships,-0.28987721971125735
1536,booster,0.01388107253895133
1537,settings,-0.10114216714211134
1538,benefited,-0.21909177572152963
1539,experiments,-0.23926588775537863
1540,opened,-0.1640114934619982
1541,struggled,-0.1640114934619982
1542,acid,-0.05973329199254915
1543,conventional,0.004386432246699916
1544,ap,-0.31231100607367024
1545,trip,-0.066019799989654
1546,costing,-0.3689018005152286
1547,pharmaceuticals,-0.1416995532299267
1548,february,0.006080689818888517
1549,needs,-0.1453318952501432
1550,establish,-0.17028129408407366
1551,jennifer,-0.05185811883639005
1552,repeat,-0.32579887890630327
1553,hallucinations,-0.15373700305629662
1554,methods,-0.07578931202417206
1555,bag,-0.5448371157074492
1556,kick,-0.2595531367518531
1557,hours,-0.01993533064397627
1558,august,-0.20729030803210843
1559,suicidal,-0.8955940847395848
1560,videos,-0.6708548453723885
1561,opioids,-0.3689018005152286
1562,tag,-0.13368741050259395
1563,covering,-0.3689018005152286
1564,provide,-0.24647318420026126
1565,anxious,0.2387380681935704
1566,respond,-0.11530720639768652
1567,spray,-0.12125279020546133
1568,seeking,-0.2066493694324264
1569,companies,-0.24280368151413967
1570,pathway,0.16777073603613915
1571,visit,-0.14857409939539615
1572,page,-0.25470680696352976
1573,dozens,-0.5710022801257166
1574,lights,-0.2890009279866233
1575,since,-0.16997393161800772
1576,chemical,0.0006390101876414653
1577,joined,-0.1918855262389131
1578,meanwhile,-0.24855647721593999
1579,increase,-0.10108308749545453
1580,shoulder,-0.15373700305629662
1581,consulted,-0.3689018005152286
1582,delivered,-0.3949551551225754
1583,reached,-0.15613407111039315
1584,lost,-0.2814522881747909
1585,prozac,-0.1640114934619982
1586,filed,-0.06586779657397382
1587,effort,-0.13020982954210783
1588,potent,-0.0829495515283167
1589,howard,-0.4040241676676859
1590,feels,-0.09855462485889281
1591,typical,-0.24152652987270049
1592,scary,-0.3689018005152286
1593,feeling,-0.040223688366881054
1594,sprays,-0.2890009279866233
1595,smaller,-0.13162187219707144
1596,dangerous,-0.14234408013103753
1597,formed,-0.4040241676676859
1598,concerns,-0.4420121066426659
1599,nearly,-0.26999576192401237
1600,depressed,0.08051959681988707
1601,strongest,-0.21909177572152963
1602,grateful,-0.2428840708502892
1603,became,-0.06232957733835501
1604,wear,0.24113741334686029
1605,sedation,0.2093485070944131
1606,serotonin,-0.1464381352857746
1607,gather,-0.19137247894722972
1608,price,-0.27461922156786683
1609,gain,-0.42986877307203614
1610,infusion,-0.1549261674761707
1611,connections,0.04426378493721116
1612,authored,-0.8491121661845774
1613,pulled,-0.26812027960014195
1614,decades,-0.1519707333737715
1615,pay,-0.5230774965648421
1616,providing,-0.08155295043580703
1617,clinics,-0.22893175887295691
1618,insurers,-0.4937756291697109
1619,nasal,0.15511858215788837
1620,anesthesia,0.26268938006368026
1621,outpatient,0.11193139545015116
1622,last,-0.3411465006208573
1623,psychiatrist,-0.21153423130805232
1624,leads,-0.008871762619641014
1625,preparing,-0.066019799989654
1626,watched,-0.03584842498652566
1627,gets,-0.24288671496513894
1628,government,-0.3549063243062285
1629,depression,-0.12456921529646295
1630,roughly,-0.3616851672585224
1631,inject,0.2387380681935704
1632,immediate,-0.24225318245550784
1633,calm,0.1115095215783448
1634,needle,-0.044928090486385706
1635,receives,-0.06586779657397382
1636,soon,-0.1275687877997906
1637,suicide,-0.4952833772609403
1638,field,-0.18591970719091944
1639,iv,-0.3449575019707888
1640,desperate,-0.12125279020546133
1641,lists,-0.632706322189772
1642,founder,-0.10599326445347373
1643,typically,-0.1377944541271139
1644,sits,0.03181918552641428
1645,september,-0.19609281980601478
1646,disorders,-0.06238506652003035
1647,emergency,-0.10071130188820525
1648,responsible,-0.1317838348902389
1649,letters,-0.0033031816260430534
1650,education,-0.14177488525292037
1651,k,-0.10620650988084253
1652,anxiety,0.06100727711903821
1653,suppress,0.2179596720634271
1654,receptors,-0.8158634518035011
1655,breathing,-0.07816803129746257
1656,white,-0.08708606493223892
1657,writer,-0.5471591213274175
1658,psychiatric,-0.21153423130805232
1659,ok,-0.4397969316958501
1660,music,0.3647557978585097
1661,began,-0.4363326167228381
1662,thousands,-0.2445775082752568
1663,behavior,-0.10855192343234604
1664,knowledge,-0.3090439687966937
1665,opioid,-0.5219737762471042
1666,boost,-0.06838723699392052
1667,anesthetic,0.1578369151913536
1668,dollars,-0.44640989251482577
1669,disabled,-0.4668934939875728
1670,ease,0.03521969188989402
1671,force,-0.17684133606752772
1672,underway,-0.1188799962391471
1673,suggest,-0.09887016068263273
1674,idea,-0.2309320247652368
1675,unique,-0.24568666898256636
1676,antidepressants,-0.06710382976318792
1677,removed,-0.09931523939279013
1678,temporary,-0.08472755856463306
1679,animals,-0.337212573137529
1680,department,-0.023757241647536214
1681,severely,-0.17459459703979294
1682,content,-0.37908466654835177
1683,teacher,-0.4668934939875728
1684,resort,-0.7059772125248458
1685,stanford,-0.18419277748753562
1686,press,-0.05674483620193197
1687,zero,0.0015538280686216335
1688,session,-0.0004875605136307152
1689,showing,-0.05622895648365979
1690,addictive,-0.2270078933913705
1691,flu,-0.04778792429637366
1692,decreases,-0.1464381352857746
1693,virus,-0.0986519439854456
1694,head,-0.03353810557417801
1695,video,-0.06663490848119304
1696,stock,-0.49725850291367657
1697,duration,-0.12276919021147963
1698,infectious,-0.5812677312756853
1699,resistant,-0.06757941098341189
1700,wide,-0.04061785090826406
1701,spreading,-0.066019799989654
1702,brand,-0.20622274189123746
1703,vulnerable,-0.10671484360913353
1704,significantly,-0.07367215126284915
1705,pill,-0.1429951493646593
1706,h,-0.014838723383223375
1707,proposed,-0.192920053840782
1708,seems,-0.21307482530885113
1709,strains,-0.09456239121929741
1710,south,-0.05973329199254915
1711,hospitalizations,-0.10114216714211134
1712,faster,-0.028629439583101927
1713,medications,-0.19746491190503632
1714,antiviral,0.267699226898702
1715,massachusetts,-0.21984433907954487
1716,symptom,-0.05465988535629453
1717,shorter,0.04481234441636231
1718,add,-0.1925619543498731
1719,designed,0.08973731237258586
1720,genentech,-0.33075327733261206
1721,interest,-0.011476976938652949
1722,saw,-0.12117184999538516
1723,shore,-0.2270078933913705
1724,deadliest,0.16986024138263367
1725,asian,0.1115095215783448
1726,interested,-0.37519688153347786
1727,deaths,-0.3631422884489775
1728,rates,-0.18751013874116879
1729,influenza,0.1578369151913536
1730,season,0.14468878172835326
1731,stops,-0.370142847051102
1732,died,-0.17472905682655526
1733,miracle,-0.1640114934619982
1734,appear,-0.22246228744161628
1735,c,-0.158539791335068
1736,spokeswoman,-0.406882954312762
1737,recommends,-0.2059289093566668
1738,young,-0.24046829116019117
1739,aches,-0.1464381352857746
1740,consequences,-0.49925115103782386
1741,f,-0.3183067393291773
1742,begun,-0.14365447787739288
1743,sold,-0.4140031710492307
1744,country,-0.1846818013349563
1745,fever,0.04453637409386313
1746,lethal,-0.8729553249828765
1747,sell,-0.4704906758206494
1748,generically,-0.2428840708502892
1749,strongly,-0.22465972695018482
1750,myers,0.06048074738138145
1751,hopes,-0.1374662299186216
1752,plus,-0.234760463538716
1753,combined,0.051195798266449766
1754,boosted,0.2387380681935704
1755,strategies,-0.13503906351262576
1756,foundation,-0.1175553648789545
1757,northern,0.064914523489311
1758,putting,-0.06726160985599987
1759,regulators,-0.03625304550581397
1760,address,-0.2912745608186726
1761,agents,-0.1506441368432018
1762,put,-0.13880362039568417
1763,inform,-0.15373700305629662
1764,driven,-0.17028129408407366
1765,median,-0.23088928351003837
1766,deal,-0.05674483620193197
1767,switzerland,0.07066652327406028
1768,triple,-0.33075327733261206
1769,positive,-0.19400284836438342
1770,negative,-0.03449267014990488
1771,indication,0.17775734191459666
1772,samples,0.024432072671610485
1773,bristol,0.13542360658989416
1774,investigational,0.16986024138263367
1775,evaluating,0.03181918552641428
1776,roche,-0.27355379114834916
1777,making,-0.19400284836438342
1778,squibb,0.11235649144785868
1779,helped,-0.260376530791869
1780,released,-0.08866638378562759
1781,france,-0.05185811883639005
1782,profile,-0.05003557414522862
1783,signed,-0.10114216714211134
1784,held,0.03725355068080504
1785,interview,-0.029158228741213422
1786,nervous,-0.003339068122725877
1787,european,-0.017558408631685663
1788,encouraging,-0.06822412726289669
1789,central,-0.1085676623251334
1790,plant,-0.13572527527847084
1791,receptor,-0.34190571480710724
1792,saturday,0.3798578215250847
1793,growth,-0.1666398868607498
1794,disappointed,-0.2428840708502892
1795,tough,-0.0829495515283167
1796,place,-0.16116091593275828
1797,october,0.032836185223173546
1798,talks,-0.4040241676676859
1799,defect,-0.03584842498652566
1800,percentage,-0.30543538743923815
1801,copies,-0.066019799989654
1802,regimens,-0.066019799989654
1803,ongoing,-0.2773031886441682
1804,list,-0.18711754849730358
1805,ever,-0.20714626299493671
