,news_id,year,month,day
675,story_reviews_00682,,,
676,story_reviews_00683,2015.0,2.0,15.0
677,story_reviews_00684,2015.0,2.0,16.0
678,story_reviews_00685,2015.0,2.0,11.0
679,story_reviews_00686,2015.0,2.0,11.0
680,story_reviews_00687,2015.0,2.0,9.0
681,story_reviews_00688,,,
682,story_reviews_00689,2015.0,2.0,9.0
683,story_reviews_00690,,,
684,story_reviews_00691,2015.0,2.0,6.0
685,story_reviews_00692,2015.0,1.0,13.0
686,story_reviews_00693,,,
687,story_reviews_00694,,,
688,story_reviews_00695,2015.0,2.0,2.0
689,story_reviews_00696,2015.0,2.0,3.0
690,story_reviews_00697,2015.0,2.0,2.0
691,story_reviews_00698,2015.0,1.0,27.0
692,story_reviews_00699,2015.0,1.0,28.0
693,story_reviews_00700,2015.0,1.0,28.0
694,story_reviews_00701,2015.0,1.0,26.0
695,story_reviews_00702,2015.0,1.0,23.0
696,story_reviews_00703,,,
697,story_reviews_00704,2015.0,1.0,23.0
698,story_reviews_00705,2015.0,1.0,26.0
699,story_reviews_00706,,,
700,story_reviews_00707,2015.0,1.0,22.0
701,story_reviews_00708,,,
702,story_reviews_00709,,,
703,story_reviews_00710,,,
704,story_reviews_00712,2015.0,1.0,19.0
705,story_reviews_00713,2015.0,1.0,14.0
706,story_reviews_00714,2015.0,1.0,14.0
707,story_reviews_00715,2015.0,1.0,13.0
708,story_reviews_00716,,,
709,story_reviews_00717,2015.0,1.0,12.0
710,story_reviews_00718,,,
711,story_reviews_00719,2015.0,1.0,8.0
712,story_reviews_00720,2015.0,1.0,7.0
713,story_reviews_00721,,,
714,story_reviews_00722,2015.0,1.0,7.0
715,story_reviews_00723,,,
716,story_reviews_00724,2015.0,1.0,7.0
717,story_reviews_00725,2015.0,1.0,5.0
718,story_reviews_00726,2015.0,1.0,5.0
719,story_reviews_00728,2013.0,5.0,29.0
720,story_reviews_00729,2013.0,5.0,22.0
721,story_reviews_00730,2013.0,5.0,21.0
722,story_reviews_00731,2013.0,5.0,13.0
723,story_reviews_00732,,,
724,story_reviews_00733,2013.0,5.0,8.0
725,story_reviews_00734,,,
726,story_reviews_00735,2013.0,4.0,29.0
727,story_reviews_00736,,,
728,story_reviews_00737,2013.0,4.0,15.0
729,story_reviews_00738,,,
730,story_reviews_00739,2013.0,4.0,8.0
731,story_reviews_00740,,,
732,story_reviews_00741,2013.0,4.0,3.0
733,story_reviews_00742,,,
734,story_reviews_00743,,,
735,story_reviews_00744,2013.0,3.0,25.0
736,story_reviews_00745,2013.0,3.0,25.0
737,story_reviews_00746,2013.0,3.0,19.0
738,story_reviews_00747,2013.0,3.0,7.0
739,story_reviews_00748,,,
740,story_reviews_00749,2013.0,2.0,12.0
741,story_reviews_00750,2013.0,2.0,12.0
742,story_reviews_00751,2013.0,2.0,12.0
743,story_reviews_00752,,,
744,story_reviews_00753,2013.0,2.0,8.0
745,story_reviews_00754,2013.0,2.0,6.0
746,story_reviews_00755,,,
747,story_reviews_00756,2013.0,1.0,28.0
748,story_reviews_00757,,,
749,story_reviews_00758,2013.0,1.0,23.0
750,story_reviews_00759,2013.0,1.0,23.0
751,story_reviews_00760,,,
752,story_reviews_00761,,,
753,story_reviews_00762,2013.0,1.0,14.0
754,story_reviews_00763,2013.0,1.0,15.0
755,story_reviews_00764,,,
756,story_reviews_00765,,,
757,story_reviews_00766,2013.0,1.0,8.0
758,story_reviews_00767,2013.0,1.0,2.0
759,story_reviews_00768,2013.0,1.0,2.0
760,story_reviews_00769,2013.0,1.0,2.0
761,story_reviews_00770,,,
762,story_reviews_00771,,,
763,story_reviews_00772,2012.0,12.0,12.0
764,story_reviews_00773,,,
765,story_reviews_00774,2012.0,12.0,10.0
766,story_reviews_00775,,,
767,story_reviews_00776,2012.0,12.0,5.0
768,story_reviews_00777,,,
769,story_reviews_00778,2012.0,12.0,6.0
770,story_reviews_00779,,,
771,story_reviews_00780,2012.0,12.0,4.0
772,story_reviews_00781,,,
773,story_reviews_00782,2012.0,11.0,29.0
774,story_reviews_00783,2012.0,11.0,30.0
775,story_reviews_00784,,,
776,story_reviews_00785,,,
777,story_reviews_00786,,,
778,story_reviews_00787,2012.0,11.0,15.0
779,story_reviews_00788,2012.0,11.0,18.0
780,story_reviews_00789,,,
781,story_reviews_00790,2012.0,11.0,14.0
782,story_reviews_00791,2012.0,11.0,8.0
783,story_reviews_00792,,,
784,story_reviews_00793,2012.0,11.0,5.0
785,story_reviews_00794,2012.0,11.0,5.0
786,story_reviews_00795,,,
787,story_reviews_00797,2012.0,11.0,4.0
788,story_reviews_00798,2012.0,10.0,29.0
789,story_reviews_00799,,,
790,story_reviews_00800,,,
791,story_reviews_00801,2012.0,10.0,25.0
792,story_reviews_00802,2012.0,10.0,24.0
793,story_reviews_00803,2012.0,10.0,17.0
794,story_reviews_00804,2012.0,10.0,17.0
795,story_reviews_00805,,,
796,story_reviews_00806,2012.0,10.0,15.0
797,story_reviews_00807,,,
798,story_reviews_00808,2012.0,10.0,10.0
799,story_reviews_00809,,,
800,story_reviews_00810,,,
801,story_reviews_00811,,,
802,story_reviews_00812,2012.0,10.0,8.0
803,story_reviews_00813,2012.0,10.0,8.0
804,story_reviews_00814,,,
805,story_reviews_00816,2012.0,10.0,8.0
806,story_reviews_00817,2012.0,10.0,4.0
807,story_reviews_00818,2012.0,10.0,3.0
808,story_reviews_00819,,,
809,story_reviews_00820,,,
810,story_reviews_00821,,,
811,story_reviews_00822,,,
812,story_reviews_00823,2012.0,9.0,27.0
813,story_reviews_00824,,,
814,story_reviews_00825,2012.0,9.0,10.0
815,story_reviews_00826,2012.0,9.0,10.0
816,story_reviews_00827,2012.0,9.0,3.0
817,story_reviews_00828,2012.0,8.0,26.0
818,story_reviews_00830,2012.0,8.0,27.0
819,story_reviews_00831,2012.0,8.0,15.0
820,story_reviews_00832,2012.0,8.0,10.0
821,story_reviews_00833,2012.0,8.0,12.0
822,story_reviews_00834,,,
823,story_reviews_00835,2012.0,8.0,3.0
824,story_reviews_00836,2012.0,8.0,6.0
825,story_reviews_00837,,,
826,story_reviews_00838,2012.0,7.0,30.0
827,story_reviews_00839,2012.0,7.0,30.0
828,story_reviews_00840,2012.0,7.0,30.0
829,story_reviews_00841,,,
830,story_reviews_00842,2012.0,7.0,13.0
831,story_reviews_00843,,,
832,story_reviews_00844,,,
833,story_reviews_00845,2012.0,7.0,9.0
834,story_reviews_00846,,,
835,story_reviews_00847,2012.0,7.0,2.0
836,story_reviews_00848,2012.0,7.0,3.0
837,story_reviews_00849,,,
838,story_reviews_00850,,,
839,story_reviews_00851,,,
840,story_reviews_00852,2012.0,6.0,27.0
841,story_reviews_00853,,,
842,story_reviews_00854,2012.0,6.0,13.0
843,story_reviews_00855,2012.0,6.0,11.0
844,story_reviews_00856,2012.0,6.0,11.0
845,story_reviews_00857,2012.0,6.0,7.0
846,story_reviews_00858,,,
847,story_reviews_00859,2012.0,6.0,5.0
848,story_reviews_00860,2012.0,5.0,31.0
849,story_reviews_00861,2012.0,5.0,29.0
850,story_reviews_00862,,,
851,story_reviews_00863,,,
852,story_reviews_00864,,,
853,story_reviews_00865,,,
854,story_reviews_00866,2012.0,5.0,17.0
855,story_reviews_00867,2012.0,5.0,14.0
856,story_reviews_00868,2012.0,5.0,14.0
857,story_reviews_00869,,,
858,story_reviews_00870,2012.0,5.0,11.0
859,story_reviews_00871,2012.0,5.0,12.0
860,story_reviews_00872,2012.0,5.0,14.0
861,story_reviews_00873,,,
862,story_reviews_00874,,,
863,story_reviews_00875,2012.0,4.0,23.0
864,story_reviews_00876,2012.0,4.0,20.0
865,story_reviews_00877,2012.0,4.0,23.0
866,story_reviews_00878,,,
867,story_reviews_00879,2012.0,4.0,16.0
868,story_reviews_00880,2012.0,4.0,17.0
869,story_reviews_00881,,,
870,story_reviews_00882,2012.0,4.0,12.0
871,story_reviews_00883,2012.0,4.0,9.0
872,story_reviews_00884,2012.0,4.0,9.0
873,story_reviews_00885,2012.0,4.0,2.0
874,story_reviews_00886,,,
875,story_reviews_00887,,,
876,story_reviews_00888,,,
877,story_reviews_00889,2012.0,3.0,29.0
878,story_reviews_00890,,,
879,story_reviews_00891,2012.0,3.0,27.0
880,story_reviews_00892,2012.0,3.0,27.0
881,story_reviews_00893,2012.0,3.0,27.0
882,story_reviews_00894,,,
883,story_reviews_00895,2012.0,3.0,22.0
884,story_reviews_00896,,,
885,story_reviews_00897,2012.0,3.0,19.0
886,story_reviews_00898,2012.0,3.0,15.0
887,story_reviews_00899,2012.0,3.0,12.0
888,story_reviews_00900,,,
889,story_reviews_00901,2012.0,3.0,7.0
890,story_reviews_00902,2012.0,3.0,7.0
891,story_reviews_00903,2012.0,3.0,5.0
892,story_reviews_00904,2012.0,3.0,5.0
893,story_reviews_00905,2012.0,3.0,5.0
894,story_reviews_00906,2012.0,3.0,5.0
895,story_reviews_00907,2012.0,3.0,1.0
896,story_reviews_00908,,,
897,story_reviews_00909,2012.0,2.0,23.0
898,story_reviews_00910,2012.0,2.0,27.0
899,story_reviews_00911,,,
900,story_reviews_00912,,,
901,story_reviews_00913,2012.0,2.0,27.0
902,story_reviews_00914,2012.0,2.0,21.0
903,story_reviews_00915,,,
904,story_reviews_00916,2012.0,2.0,22.0
905,story_reviews_00917,2012.0,2.0,21.0
906,story_reviews_00918,2012.0,8.0,15.0
907,story_reviews_00919,2012.0,2.0,17.0
908,story_reviews_00920,,,
909,story_reviews_00921,,,
910,story_reviews_00922,2012.0,2.0,13.0
911,story_reviews_00923,2012.0,2.0,13.0
912,story_reviews_00924,,,
913,story_reviews_00925,2012.0,2.0,8.0
914,story_reviews_00926,,,
915,story_reviews_00927,,,
916,story_reviews_00928,2012.0,2.0,6.0
917,story_reviews_00929,2012.0,2.0,1.0
918,story_reviews_00931,,,
919,story_reviews_00932,2012.0,1.0,30.0
920,story_reviews_00933,2012.0,1.0,16.0
921,story_reviews_00934,,,
922,story_reviews_00935,,,
923,story_reviews_00936,2012.0,1.0,16.0
924,story_reviews_00937,,,
925,story_reviews_00938,2012.0,1.0,9.0
926,story_reviews_00939,2012.0,1.0,9.0
927,story_reviews_00940,2012.0,1.0,9.0
928,story_reviews_00941,2012.0,1.0,10.0
929,story_reviews_00942,2012.0,1.0,9.0
930,story_reviews_00943,2012.0,6.0,19.0
931,story_reviews_00944,2012.0,1.0,6.0
932,story_reviews_00945,,,
933,story_reviews_00946,,,
934,story_reviews_00947,2012.0,1.0,2.0
935,story_reviews_00948,,,
936,story_reviews_00949,2012.0,1.0,2.0
937,story_reviews_00950,,,
938,story_reviews_00951,,,
939,story_reviews_00952,2011.0,12.0,29.0
940,story_reviews_00953,,,
941,story_reviews_00954,2011.0,12.0,20.0
942,story_reviews_00955,2011.0,12.0,14.0
943,story_reviews_00956,2011.0,12.0,13.0
944,story_reviews_00957,,,
945,story_reviews_00958,2011.0,12.0,11.0
946,story_reviews_00959,,,
947,story_reviews_00960,2011.0,12.0,6.0
948,story_reviews_00961,2011.0,12.0,5.0
949,story_reviews_00962,2011.0,12.0,2.0
950,story_reviews_00963,2011.0,12.0,1.0
951,story_reviews_00964,,,
952,story_reviews_00965,2011.0,11.0,30.0
953,story_reviews_00966,2011.0,11.0,28.0
954,story_reviews_00967,2014.0,3.0,21.0
955,story_reviews_00968,2011.0,11.0,15.0
956,story_reviews_00969,,,
957,story_reviews_00970,2011.0,11.0,14.0
958,story_reviews_00971,,,
959,story_reviews_00972,,,
960,story_reviews_00973,2011.0,11.0,8.0
961,story_reviews_00974,,,
962,story_reviews_00975,2011.0,11.0,2.0
963,story_reviews_00976,2011.0,11.0,3.0
964,story_reviews_00977,,,
965,story_reviews_00978,,,
966,story_reviews_00979,,,
967,story_reviews_00980,2012.0,7.0,12.0
968,story_reviews_00981,,,
969,story_reviews_00982,2011.0,10.0,26.0
970,story_reviews_00983,2011.0,10.0,24.0
971,story_reviews_00984,,,
972,story_reviews_00985,2011.0,10.0,25.0
973,story_reviews_00986,,,
974,story_reviews_00987,,,
975,story_reviews_00989,2011.0,10.0,20.0
976,story_reviews_00990,,,
977,story_reviews_00991,2011.0,10.0,17.0
978,story_reviews_00992,2011.0,10.0,17.0
979,story_reviews_00993,2014.0,3.0,20.0
980,story_reviews_00994,2011.0,10.0,17.0
981,story_reviews_00995,,,
982,story_reviews_00996,2011.0,10.0,10.0
983,story_reviews_00997,2011.0,10.0,10.0
984,story_reviews_00998,,,
985,story_reviews_00999,2011.0,10.0,10.0
986,story_reviews_01000,2011.0,10.0,2.0
987,story_reviews_01001,2011.0,9.0,14.0
988,story_reviews_01002,2011.0,9.0,13.0
989,story_reviews_01003,2011.0,9.0,12.0
990,story_reviews_01004,2011.0,9.0,1.0
991,story_reviews_01005,2011.0,9.0,6.0
992,story_reviews_01006,2011.0,9.0,5.0
993,story_reviews_01007,2011.0,9.0,6.0
994,story_reviews_01008,2011.0,9.0,2.0
995,story_reviews_01009,2011.0,8.0,29.0
996,story_reviews_01011,,,
997,story_reviews_01012,2011.0,8.0,28.0
998,story_reviews_01013,2011.0,8.0,24.0
999,story_reviews_01014,2011.0,8.0,24.0
1000,story_reviews_01015,2011.0,8.0,23.0
1001,story_reviews_01016,2011.0,8.0,22.0
1002,story_reviews_01017,2011.0,8.0,18.0
1003,story_reviews_01018,,,
1004,story_reviews_01019,2011.0,8.0,17.0
1005,story_reviews_01020,,,
1006,story_reviews_01021,2011.0,8.0,17.0
1007,story_reviews_01022,,,
1008,story_reviews_01023,2011.0,8.0,14.0
1009,story_reviews_01024,2011.0,8.0,12.0
1010,story_reviews_01026,2011.0,8.0,10.0
1011,story_reviews_01027,2011.0,8.0,10.0
1012,story_reviews_01028,2011.0,8.0,10.0
1013,story_reviews_01029,2011.0,8.0,9.0
1014,story_reviews_01030,2011.0,8.0,3.0
1015,story_reviews_01031,2011.0,8.0,3.0
1016,story_reviews_01032,2011.0,8.0,3.0
1017,story_reviews_01033,2011.0,8.0,3.0
1018,story_reviews_01034,,,
1019,story_reviews_01035,2011.0,8.0,2.0
1020,story_reviews_01036,,,
1021,story_reviews_01037,2011.0,8.0,1.0
1022,story_reviews_01038,2011.0,8.0,1.0
1023,story_reviews_01039,2011.0,7.0,28.0
1024,story_reviews_01040,2011.0,7.0,27.0
1025,story_reviews_01041,,,
1026,story_reviews_01042,2011.0,7.0,25.0
1027,story_reviews_01043,,,
1028,story_reviews_01044,,,
1029,story_reviews_01045,2011.0,7.0,19.0
1030,story_reviews_01046,2011.0,7.0,18.0
1031,story_reviews_01048,2011.0,7.0,13.0
1032,story_reviews_01049,,,
1033,story_reviews_01050,2011.0,7.0,11.0
1034,story_reviews_01051,,,
1035,story_reviews_01052,2011.0,7.0,11.0
1036,story_reviews_01053,2011.0,5.0,19.0
1037,story_reviews_01054,,,
1038,story_reviews_01055,2011.0,7.0,7.0
1039,story_reviews_01056,,,
1040,story_reviews_01057,2011.0,7.0,6.0
1041,story_reviews_01058,2011.0,7.0,4.0
1042,story_reviews_01059,2011.0,7.0,1.0
1043,story_reviews_01060,2011.0,6.0,28.0
1044,story_reviews_01061,2011.0,6.0,28.0
1045,story_reviews_01062,,,
1046,story_reviews_01063,2011.0,6.0,25.0
1047,story_reviews_01064,2011.0,6.0,16.0
1048,story_reviews_01065,,,
1049,story_reviews_01066,2011.0,6.0,15.0
1050,story_reviews_01067,2011.0,6.0,15.0
1051,story_reviews_01068,,,
1052,story_reviews_01069,2011.0,6.0,13.0
1053,story_reviews_01070,,,
1054,story_reviews_01071,,,
1055,story_reviews_01072,2011.0,6.0,7.0
1056,story_reviews_01073,2011.0,6.0,6.0
1057,story_reviews_01074,2011.0,6.0,6.0
1058,story_reviews_01077,,,
1059,story_reviews_01078,2011.0,6.0,5.0
1060,story_reviews_01079,2011.0,5.0,31.0
1061,story_reviews_01081,2011.0,6.0,1.0
1062,story_reviews_01082,,,
1063,story_reviews_01083,2011.0,5.0,31.0
1064,story_reviews_01084,2011.0,5.0,25.0
1065,story_reviews_01085,,,
1066,story_reviews_01086,2011.0,5.0,23.0
1067,story_reviews_01087,2011.0,5.0,23.0
1068,story_reviews_01088,,,
1069,story_reviews_01089,2011.0,5.0,19.0
1070,story_reviews_01090,,,
1071,story_reviews_01091,2011.0,5.0,16.0
1072,story_reviews_01092,,,
1073,story_reviews_01093,2011.0,5.0,15.0
1074,story_reviews_01094,2011.0,5.0,11.0
1075,story_reviews_01095,,,
1076,story_reviews_01096,2011.0,5.0,11.0
1077,story_reviews_01097,,,
1078,story_reviews_01098,2011.0,5.0,10.0
1079,story_reviews_01099,2011.0,5.0,10.0
1080,story_reviews_01100,2011.0,5.0,9.0
1081,story_reviews_01102,2011.0,5.0,8.0
1082,story_reviews_01103,2011.0,5.0,5.0
1083,story_reviews_01104,2011.0,5.0,4.0
1084,story_reviews_01105,2011.0,5.0,4.0
1085,story_reviews_01107,,,
1086,story_reviews_01108,,,
1087,story_reviews_01109,,,
1088,story_reviews_01111,2011.0,5.0,2.0
1089,story_reviews_01112,,,
1090,story_reviews_01113,2011.0,5.0,2.0
1091,story_reviews_01114,,,
1092,story_reviews_01115,2011.0,4.0,27.0
1093,story_reviews_01116,2011.0,4.0,27.0
1094,story_reviews_01117,2011.0,4.0,26.0
1095,story_reviews_01118,,,
1096,story_reviews_01119,,,
1097,story_reviews_01120,,,
1098,story_reviews_01121,2011.0,4.0,20.0
1099,story_reviews_01122,,,
1100,story_reviews_01123,,,
1101,story_reviews_01124,2011.0,4.0,19.0
1102,story_reviews_01126,2011.0,4.0,18.0
1103,story_reviews_01128,,,
1104,story_reviews_01129,2011.0,4.0,12.0
1105,story_reviews_01130,,,
1106,story_reviews_01131,,,
1107,story_reviews_01132,,,
1108,story_reviews_01133,2011.0,4.0,10.0
1109,story_reviews_01134,,,
1110,story_reviews_01136,2011.0,4.0,6.0
1111,story_reviews_01137,,,
1112,story_reviews_01138,2011.0,4.0,5.0
1113,story_reviews_01139,2011.0,4.0,4.0
1114,story_reviews_01140,2011.0,4.0,5.0
1115,story_reviews_01141,2011.0,4.0,4.0
1116,story_reviews_01143,2011.0,4.0,4.0
1117,story_reviews_01144,2011.0,4.0,3.0
1118,story_reviews_01145,2011.0,4.0,1.0
1119,story_reviews_01146,,,
1120,story_reviews_01147,,,
1121,story_reviews_01149,,,
1122,story_reviews_01150,,,
1123,story_reviews_01151,2011.0,3.0,29.0
1124,story_reviews_01152,,,
1125,story_reviews_01153,2011.0,3.0,28.0
1126,story_reviews_01154,2011.0,3.0,28.0
1127,story_reviews_01155,2011.0,3.0,24.0
1128,story_reviews_01156,2011.0,3.0,24.0
1129,story_reviews_01158,2011.0,3.0,22.0
1130,story_reviews_01159,,,
1131,story_reviews_01160,,,
1132,story_reviews_01161,2011.0,3.0,21.0
1133,story_reviews_01162,2011.0,3.0,18.0
1134,story_reviews_01164,2011.0,3.0,15.0
1135,story_reviews_01165,,,
1136,story_reviews_01167,2011.0,3.0,14.0
1137,story_reviews_01168,2011.0,3.0,14.0
1138,story_reviews_01170,2011.0,3.0,8.0
1139,story_reviews_01171,,,
1140,story_reviews_01172,,,
1141,story_reviews_01173,2011.0,3.0,7.0
1142,story_reviews_01174,2011.0,3.0,7.0
1143,story_reviews_01175,,,
1144,story_reviews_01176,2011.0,3.0,6.0
1145,story_reviews_01177,2011.0,3.0,3.0
1146,story_reviews_01178,2011.0,3.0,3.0
1147,story_reviews_01179,,,
1148,story_reviews_01180,,,
1149,story_reviews_01181,2011.0,2.0,28.0
1150,story_reviews_01182,,,
1151,story_reviews_01183,,,
1152,story_reviews_01184,,,
1153,story_reviews_01185,2011.0,2.0,24.0
1154,story_reviews_01186,2011.0,2.0,23.0
1155,story_reviews_01187,2011.0,2.0,23.0
1156,story_reviews_01188,2011.0,2.0,22.0
1157,story_reviews_01189,,,
1158,story_reviews_01190,2011.0,2.0,22.0
1159,story_reviews_01191,,,
1160,story_reviews_01192,,,
1161,story_reviews_01193,2011.0,2.0,22.0
1162,story_reviews_01195,,,
1163,story_reviews_01196,,,
1164,story_reviews_01197,2011.0,2.0,17.0
1165,story_reviews_01198,,,
1166,story_reviews_01199,2011.0,2.0,15.0
1167,story_reviews_01202,2011.0,2.0,16.0
1168,story_reviews_01203,2011.0,2.0,14.0
1169,story_reviews_01204,,,
1170,story_reviews_01205,2011.0,2.0,14.0
1171,story_reviews_01206,2011.0,2.0,14.0
1172,story_reviews_01207,2011.0,2.0,13.0
1173,story_reviews_01208,2011.0,2.0,10.0
1174,story_reviews_01209,2011.0,2.0,9.0
1175,story_reviews_01210,2011.0,2.0,8.0
1176,story_reviews_01211,,,
1177,story_reviews_01212,2011.0,2.0,8.0
1178,story_reviews_01213,,,
1179,story_reviews_01214,2011.0,2.0,7.0
1180,story_reviews_01215,,,
1181,story_reviews_01216,2011.0,2.0,5.0
1182,story_reviews_01217,,,
1183,story_reviews_01218,2011.0,2.0,3.0
1184,story_reviews_01219,2011.0,2.0,3.0
1185,story_reviews_01220,2011.0,2.0,2.0
1186,story_reviews_01221,,,
1187,story_reviews_01222,2011.0,2.0,1.0
1188,story_reviews_01224,2011.0,1.0,31.0
1189,story_reviews_01225,2011.0,1.0,27.0
1190,story_reviews_01226,2011.0,1.0,27.0
1191,story_reviews_01227,2011.0,1.0,26.0
1192,story_reviews_01228,2012.0,10.0,4.0
1193,story_reviews_01229,2011.0,1.0,25.0
1194,story_reviews_01230,2011.0,1.0,24.0
1195,story_reviews_01231,,,
1196,story_reviews_01232,2011.0,1.0,25.0
1197,story_reviews_01233,2011.0,1.0,22.0
1198,story_reviews_01234,,,
1199,story_reviews_01235,,,
1200,story_reviews_01236,2011.0,1.0,18.0
1201,story_reviews_01237,,,
1202,story_reviews_01238,2011.0,1.0,18.0
1203,story_reviews_01239,,,
1204,story_reviews_01240,,,
1205,story_reviews_01241,2011.0,1.0,15.0
1206,story_reviews_01242,2011.0,1.0,13.0
1207,story_reviews_01243,2011.0,1.0,13.0
1208,story_reviews_01244,,,
1209,story_reviews_01245,,,
1210,story_reviews_01247,2011.0,1.0,11.0
1211,story_reviews_01248,2011.0,1.0,12.0
1212,story_reviews_01249,,,
1213,story_reviews_01250,2011.0,1.0,10.0
1214,story_reviews_01251,2011.0,1.0,10.0
1215,story_reviews_01252,2011.0,1.0,10.0
1216,story_reviews_01254,,,
1217,story_reviews_01255,,,
1218,story_reviews_01256,,,
1219,story_reviews_01257,,,
1220,story_reviews_01258,,,
1221,story_reviews_01259,2011.0,1.0,4.0
1222,story_reviews_01260,2011.0,1.0,4.0
1223,story_reviews_01261,,,
1224,story_reviews_01263,2010.0,12.0,29.0
1225,story_reviews_01265,2010.0,12.0,27.0
1226,story_reviews_01266,2010.0,12.0,22.0
1227,story_reviews_01267,2010.0,12.0,23.0
1228,story_reviews_01268,,,
1229,story_reviews_01269,,,
1230,story_reviews_01270,,,
1231,story_reviews_01271,,,
1232,story_reviews_01272,2010.0,12.0,20.0
1233,story_reviews_01273,,,
1234,story_reviews_01274,2010.0,12.0,21.0
1235,story_reviews_01275,2010.0,12.0,16.0
1236,story_reviews_01276,,,
1237,story_reviews_01277,2010.0,12.0,16.0
1238,story_reviews_01278,,,
1239,story_reviews_01279,,,
1240,story_reviews_01280,2010.0,12.0,13.0
1241,story_reviews_01282,,,
1242,story_reviews_01283,,,
1243,story_reviews_01284,2010.0,12.0,7.0
1244,story_reviews_01286,2010.0,12.0,7.0
1245,story_reviews_01287,2010.0,12.0,7.0
1246,story_reviews_01288,2010.0,12.0,6.0
1247,story_reviews_01289,,,
1248,story_reviews_01290,,,
1249,story_reviews_01291,,,
1250,story_reviews_01292,2010.0,12.0,2.0
1251,story_reviews_01293,2010.0,12.0,2.0
1252,story_reviews_01294,2010.0,12.0,1.0
1253,story_reviews_01296,2010.0,11.0,30.0
1254,story_reviews_01298,,,
1255,story_reviews_01299,,,
1256,story_reviews_01300,2010.0,11.0,30.0
1257,story_reviews_01301,,,
1258,story_reviews_01302,,,
1259,story_reviews_01303,2010.0,11.0,22.0
1260,story_reviews_01304,2010.0,11.0,22.0
1261,story_reviews_01306,2010.0,11.0,22.0
1262,story_reviews_01307,2010.0,11.0,22.0
1263,story_reviews_01308,2010.0,11.0,18.0
1264,story_reviews_01309,2010.0,11.0,17.0
1265,story_reviews_01311,,,
1266,story_reviews_01312,2010.0,11.0,17.0
1267,story_reviews_01314,2010.0,11.0,15.0
1268,story_reviews_01315,,,
1269,story_reviews_01316,,,
1270,story_reviews_01317,2010.0,11.0,15.0
1271,story_reviews_01318,2010.0,11.0,15.0
1272,story_reviews_01319,,,
1273,story_reviews_01320,2010.0,11.0,15.0
1274,story_reviews_01321,2010.0,11.0,9.0
1275,story_reviews_01322,2010.0,11.0,10.0
1276,story_reviews_01323,,,
1277,story_reviews_01324,,,
1278,story_reviews_01325,,,
1279,story_reviews_01326,,,
1280,story_reviews_01327,2010.0,11.0,8.0
1281,story_reviews_01328,2010.0,11.0,5.0
1282,story_reviews_01329,2010.0,11.0,4.0
1283,story_reviews_01330,2010.0,11.0,4.0
1284,story_reviews_01331,2010.0,11.0,5.0
1285,story_reviews_01332,2010.0,11.0,3.0
1286,story_reviews_01333,2010.0,11.0,3.0
1287,story_reviews_01334,,,
1288,story_reviews_01336,2010.0,11.0,2.0
1289,story_reviews_01337,,,
1290,story_reviews_01338,,,
1291,story_reviews_01339,2010.0,10.0,29.0
1292,story_reviews_01340,,,
1293,story_reviews_01341,2010.0,10.0,28.0
1294,story_reviews_01342,2010.0,10.0,28.0
1295,story_reviews_01343,2010.0,10.0,27.0
1296,story_reviews_01344,,,
1297,story_reviews_01346,,,
1298,story_reviews_01347,,,
1299,story_reviews_01348,,,
1300,story_reviews_01349,2010.0,10.0,25.0
1301,story_reviews_01350,2010.0,10.0,25.0
1302,story_reviews_01351,,,
1303,story_reviews_01352,2010.0,10.0,20.0
1304,story_reviews_01353,,,
1305,story_reviews_01354,2010.0,10.0,18.0
1306,story_reviews_01355,2010.0,10.0,18.0
1307,story_reviews_01356,2010.0,10.0,19.0
1308,story_reviews_01357,2010.0,10.0,19.0
1309,story_reviews_01358,,,
1310,story_reviews_01359,,,
1311,story_reviews_01360,2010.0,10.0,15.0
1312,story_reviews_01361,,,
1313,story_reviews_01362,,,
1314,story_reviews_01363,2010.0,10.0,14.0
1315,story_reviews_01365,2010.0,10.0,12.0
1316,story_reviews_01366,,,
1317,story_reviews_01367,2010.0,10.0,12.0
1318,story_reviews_01368,2010.0,10.0,12.0
1319,story_reviews_01369,2010.0,10.0,11.0
1320,story_reviews_01370,2010.0,10.0,11.0
1321,story_reviews_01371,2010.0,10.0,11.0
1322,story_reviews_01372,2010.0,10.0,6.0
1323,story_reviews_01373,2010.0,10.0,7.0
1324,story_reviews_01374,2010.0,10.0,6.0
1325,story_reviews_01375,2010.0,10.0,5.0
1326,story_reviews_01376,,,
1327,story_reviews_01377,2010.0,10.0,5.0
1328,story_reviews_01378,,,
1329,story_reviews_01379,2010.0,10.0,4.0
1330,story_reviews_01380,2010.0,10.0,4.0
1331,story_reviews_01381,2010.0,10.0,1.0
1332,story_reviews_01382,2010.0,9.0,30.0
1333,story_reviews_01383,,,
1334,story_reviews_01384,,,
1335,story_reviews_01385,,,
1336,story_reviews_01386,,,
1337,story_reviews_01387,2010.0,9.0,27.0
1338,story_reviews_01388,2010.0,9.0,27.0
1339,story_reviews_01389,2010.0,9.0,28.0
1340,story_reviews_01390,,,
1341,story_reviews_01391,2010.0,9.0,29.0
1342,story_reviews_01392,,,
1343,story_reviews_01393,2010.0,9.0,27.0
1344,story_reviews_01394,,,
1345,story_reviews_01395,,,
1346,story_reviews_01396,,,
1347,story_reviews_01397,,,
1348,story_reviews_01398,2010.0,9.0,23.0
